Country Name,Country Code,Year,GDP
Germany,DEU,1983,771000000000.0
Dominica,DMA,1983,98665191.48
Denmark,DNK,1983,60644782176.0
Dominican Republic,DOM,1983,9220600000.0
Algeria,DZA,1983,48801369800.0
East Asia & Pacific (excluding high income),EAP,1983,443000000000.0
Early-demographic dividend,EAR,1983,1420000000000.0
East Asia & Pacific,EAS,1983,2120000000000.0
Europe & Central Asia,ECS,1983,3840000000000.0
Ecuador,ECU,1983,17152477037.0
"Egypt, Arab Rep.",EGY,1983,30966239814.0
Euro area,EMU,1983,2440000000000.0
Spain,ESP,1983,171000000000.0
Ethiopia,ETH,1983,8781664427.0
European Union,EUU,1983,2710000000000.0
Fragile and conflict affected situations,FCS,1983,422000000000.0
Finland,FIN,1983,50973526900.0
Fiji,FJI,1983,1123085190.0
France,FRA,1983,560000000000.0
Faroe Islands,FRO,1983,486605127.7
"Micronesia, Fed. Sts.",FSM,1983,84110352.94
Gabon,GAB,1983,3391275732.0
United Kingdom,GBR,1983,490000000000.0
Ghana,GHA,1983,4057275132.0
Guinea,GIN,1983,15129893722.0
"Gambia, The",GMB,1983,213448584.9
Guinea-Bissau,GNB,1983,425225177.0
Equatorial Guinea,GNQ,1983,44442456.95
Greece,GRC,1983,49428873839.0
Grenada,GRD,1983,131803552.2
Greenland,GRL,1983,416184071.0
Guatemala,GTM,1983,9050000400.0
Guyana,GUY,1983,489333333.3
High income,HIC,1983,9680000000000.0
"Hong Kong SAR, China",HKG,1983,29907227184.0
Honduras,HND,1983,4476697185.0
Heavily indebted poor countries (HIPC),HPC,1983,123000000000.0
Haiti,HTI,1983,1623600000.0
Hungary,HUN,1983,21838893331.0
IBRD only,IBD,1983,2670000000000.0
IDA & IBRD total,IBT,1983,3040000000000.0
IDA total,IDA,1983,350000000000.0
IDA blend,IDB,1983,172000000000.0
Indonesia,IDN,1983,81052283384.0
IDA only,IDX,1983,174000000000.0
India,IND,1983,218000000000.0
Ireland,IRL,1983,20766047764.0
"Iran, Islamic Rep.",IRN,1983,156000000000.0
Iraq,IRQ,1983,40712903226.0
Iceland,ISL,1983,2765950336.0
Israel,ISR,1983,32488543974.0
Italy,ITA,1983,443000000000.0
Jamaica,JAM,1983,3619262277.0
Jordan,JOR,1983,4920692191.0
Japan,JPN,1983,1270000000000.0
Kenya,KEN,1983,5979198314.0
Cambodia,KHM,1983,939291262.1
Kiribati,KIR,1983,30630216.71
St. Kitts and Nevis,KNA,1983,86874074.07
"Korea, Rep.",KOR,1983,87760553262.0
Kuwait,KWT,1983,20871081080.0
Liberia,LBR,1983,823374900.0
Libya,LBY,1983,33200520140.0
St. Lucia,LCA,1983,197037037.0
Least developed countries: UN classification,LDC,1983,133000000000.0
Low income,LIC,1983,83287284893.0
Liechtenstein,LIE,1983,524023624.9
Sri Lanka,LKA,1983,5167913302.0
Lower middle income,LMC,1983,601000000000.0
Low & middle income,LMY,1983,2330000000000.0
Lesotho,LSO,1983,386699308.9
Late-demographic dividend,LTE,1983,1460000000000.0
Luxembourg,LUX,1983,4524217751.0
"Macao SAR, China",MAC,1983,1133013235.0
Morocco,MAR,1983,16251408128.0
Monaco,MCO,1983,1092560365.0
Madagascar,MDG,1983,4686457031.0
Maldives,MDV,1983,57829787.23
Middle East & North Africa,MEA,1983,582000000000.0
Mexico,MEX,1983,156000000000.0
Marshall Islands,MHL,1983,41749000.0
Middle income,MIC,1983,2250000000000.0
Mali,MLI,1983,1297765326.0
Malta,MLT,1983,1165771369.0
Myanmar,MMR,1983,1381573615.0
Middle East & North Africa (excluding high income),MNA,1983,363000000000.0
Mongolia,MNG,1983,2725736633.0
Mauritania,MRT,1983,1165171263.0
Mauritius,MUS,1983,1104956573.0
Malawi,MWI,1983,1780148050.0
Malaysia,MYS,1983,30347442111.0
North America,NAC,1983,3980000000000.0
Namibia,NAM,1983,2297400688.0
New Caledonia,NCL,1983,823857893.2
Niger,NER,1983,1803099561.0
Nigeria,NGA,1983,97094911792.0
Netherlands,NLD,1983,153000000000.0
Norway,NOR,1983,61627240831.0
Nepal,NPL,1983,2447174803.0
Nauru,NRU,1983,48439093.08
New Zealand,NZL,1983,24309279706.0
OECD members,OED,1983,9190000000000.0
Oman,OMN,1983,7932541691.0
Other small states,OSS,1983,19799540394.0
Pakistan,PAK,1983,28691889764.0
Panama,PAN,1983,5923755900.0
Peru,PER,1983,14124541993.0
Philippines,PHL,1983,37759179895.0
Palau,PLW,1983,39661530.18
Papua New Guinea,PNG,1983,2562351551.0
Pre-demographic dividend,PRE,1983,261000000000.0
Puerto Rico,PRI,1983,17276600000.0
Portugal,PRT,1983,27239650742.0
Paraguay,PRY,1983,5673248726.0
Pacific island small states,PSS,1983,1843164674.0
Post-demographic dividend,PST,1983,8960000000000.0
French Polynesia,PYF,1983,1284180701.0
Qatar,QAT,1983,6467582308.0
Rwanda,RWA,1983,1479687587.0
South Asia,SAS,1983,274000000000.0
Saudi Arabia,SAU,1983,129000000000.0
Sudan,SDN,1983,8230153846.0
Senegal,SEN,1983,3569356125.0
Singapore,SGP,1983,17784112150.0
Solomon Islands,SLB,1983,181220399.0
Sierra Leone,SLE,1983,995278514.6
El Salvador,SLV,1983,3506347800.0
Somalia,SOM,1983,735408641.8
Sub-Saharan Africa (excluding high income),SSA,1983,334000000000.0
Sub-Saharan Africa,SSF,1983,334000000000.0
Small states,SST,1983,27080519124.0
Sao Tome and Principe,STP,1983,75110646.1
Suriname,SUR,1983,883500000.0
Sweden,SWE,1983,105000000000.0
Eswatini,SWZ,1983,555336145.8
Seychelles,SYC,1983,156098237.0
Syrian Arab Republic,SYR,1983,17589277050.0
Chad,TCD,1983,832415806.0
East Asia & Pacific (IDA & IBRD countries),TEA,1983,443000000000.0
Togo,TGO,1983,1081387265.0
Thailand,THA,1983,40042798388.0
Middle East & North Africa (IDA & IBRD countries),TMN,1983,360000000000.0
Tonga,TON,1983,60863963.96
South Asia (IDA & IBRD),TSA,1983,274000000000.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1983,334000000000.0
Trinidad and Tobago,TTO,1983,7763750000.0
Tunisia,TUN,1983,8350582748.0
Turkiye,TUR,1983,61803555556.0
Tuvalu,TUV,1983,4152550.304
Tanzania,TZA,1983,14049883809.0
Uganda,UGA,1983,2240333333.0
Upper middle income,UMC,1983,1640000000000.0
Uruguay,URY,1983,5102251571.0
United States,USA,1983,3630000000000.0
St. Vincent and the Grenadines,VCT,1983,122255349.6
"Venezuela, RB",VEN,1983,67556279070.0
Vanuatu,VUT,1983,117389554.2
World,WLD,1983,12000000000000.0
Samoa,WSM,1983,111862823.6
South Africa,ZAF,1983,96204110942.0
Zambia,ZMB,1983,3321048451.0
Zimbabwe,ZWE,1983,7764067000.0
Africa Eastern and Southern,AFE,1984,166000000000.0
Africa Western and Central,AFW,1984,131000000000.0
Albania,ALB,1984,1857337995.0
Andorra,AND,1984,330073080.6
Arab World,ARB,1984,440000000000.0
United Arab Emirates,ARE,1984,41807954236.0
Argentina,ARG,1984,113000000000.0
Antigua and Barbuda,ATG,1984,212192592.6
Australia,AUS,1984,194000000000.0
Austria,AUT,1984,67985344887.0
Burundi,BDI,1984,987143931.2
Belgium,BEL,1984,83349530159.0
Benin,BEN,1984,1051134009.0
Burkina Faso,BFA,1984,1459880132.0
Bangladesh,BGD,1984,18920840000.0
Bulgaria,BGR,1984,17594944444.0
Bahrain,BHR,1984,4440874567.0
"Bahamas, The",BHS,1984,2041100000.0
Belize,BLZ,1984,214381949.0
Bermuda,BMU,1984,985699968.0
Bolivia,BOL,1984,6169304492.0
Barbados,BRB,1984,1346890071.0
Brunei Darussalam,BRN,1984,3782553234.0
Bhutan,BTN,1984,160423494.0
Botswana,BWA,1984,1240822167.0
Central African Republic,CAF,1984,637820670.3
Canada,CAN,1984,357000000000.0
Switzerland,CHE,1984,109000000000.0
Chile,CHL,1984,19671768024.0
China,CHN,1984,260000000000.0
Cote d'Ivoire,CIV,1984,6841639247.0
Cameroon,CMR,1984,7311938026.0
"Congo, Rep.",COG,1984,2193581365.0
Colombia,COL,1984,38253120738.0
Comoros,COM,1984,184697225.6
Cabo Verde,CPV,1984,132019038.6
Costa Rica,CRI,1984,3660477856.0
Caribbean small states,CSS,1984,5855996772.0
Cuba,CUB,1984,24039383608.0
Cyprus,CYP,1984,2278248953.0
Germany,DEU,1984,725000000000.0
Dominica,DMA,1984,109157070.7
Denmark,DNK,1984,59105236854.0
Dominican Republic,DOM,1984,11594000000.0
Algeria,DZA,1984,53698548293.0
East Asia & Pacific (excluding high income),EAP,1984,480000000000.0
Early-demographic dividend,EAR,1984,1440000000000.0
East Asia & Pacific,EAS,1984,2260000000000.0
Europe & Central Asia,ECS,1984,3690000000000.0
Ecuador,ECU,1984,16912509092.0
"Egypt, Arab Rep.",EGY,1984,33971188992.0
Euro area,EMU,1984,2340000000000.0
Spain,ESP,1984,172000000000.0
Ethiopia,ETH,1984,8298309581.0
European Union,EUU,1984,2620000000000.0
Fragile and conflict affected situations,FCS,1984,382000000000.0
Finland,FIN,1984,52888800950.0
Fiji,FJI,1984,1178000678.0
France,FRA,1984,531000000000.0
Faroe Islands,FRO,1984,426008864.7
"Micronesia, Fed. Sts.",FSM,1984,84676117.65
Gabon,GAB,1984,3561451561.0
United Kingdom,GBR,1984,461000000000.0
Ghana,GHA,1984,4412279843.0
Guinea,GIN,1984,18421497251.0
"Gambia, The",GMB,1984,177340880.1
Guinea-Bissau,GNB,1984,359980490.5
Equatorial Guinea,GNQ,1984,50320914.41
Greece,GRC,1984,48020024184.0
Grenada,GRD,1984,145533310.7
Greenland,GRL,1984,379371901.5
Guatemala,GTM,1984,9470000100.0
Guyana,GUY,1984,437631605.3
High income,HIC,1984,10100000000000.0
"Hong Kong SAR, China",HKG,1984,33511383986.0
Honduras,HND,1984,4915311847.0
Heavily indebted poor countries (HIPC),HPC,1984,129000000000.0
Haiti,HTI,1984,1816200000.0
Hungary,HUN,1984,21173432185.0
IBRD only,IBD,1984,2770000000000.0
IDA & IBRD total,IBT,1984,3110000000000.0
IDA total,IDA,1984,331000000000.0
IDA blend,IDB,1984,147000000000.0
Indonesia,IDN,1984,84853700028.0
IDA only,IDX,1984,182000000000.0
India,IND,1984,212000000000.0
Ireland,IRL,1984,20106648455.0
"Iran, Islamic Rep.",IRN,1984,162000000000.0
Iraq,IRQ,1984,46938387097.0
Iceland,ISL,1984,2864441387.0
Israel,ISR,1984,30470017331.0
Italy,ITA,1984,438000000000.0
Jamaica,JAM,1984,2373564549.0
Jordan,JOR,1984,4967162160.0
Japan,JPN,1984,1350000000000.0
Kenya,KEN,1984,6191437070.0
Cambodia,KHM,1984,1021176059.0
Kiribati,KIR,1984,34224966.85
St. Kitts and Nevis,KNA,1984,98603703.7
"Korea, Rep.",KOR,1984,97510744119.0
Kuwait,KWT,1984,21700082753.0
Lao PDR,LAO,1984,1757142856.0
Liberia,LBR,1984,848478300.0
Libya,LBY,1984,29476109152.0
St. Lucia,LCA,1984,251481481.5
Least developed countries: UN classification,LDC,1984,139000000000.0
Low income,LIC,1984,85877398913.0
Liechtenstein,LIE,1984,502620991.9
Sri Lanka,LKA,1984,6043474843.0
Lower middle income,LMC,1984,576000000000.0
Low & middle income,LMY,1984,2400000000000.0
Lesotho,LSO,1984,333163670.3
Late-demographic dividend,LTE,1984,1550000000000.0
Luxembourg,LUX,1984,4438435493.0
"Macao SAR, China",MAC,1984,1304361353.0
Morocco,MAR,1984,14824667954.0
Monaco,MCO,1984,1037329604.0
Madagascar,MDG,1984,3905938481.0
Maldives,MDV,1984,109503546.1
Middle East & North Africa,MEA,1984,586000000000.0
Mexico,MEX,1984,184000000000.0
Marshall Islands,MHL,1984,45144000.0
Middle income,MIC,1984,2320000000000.0
Mali,MLI,1984,1232932104.0
Malta,MLT,1984,1101828569.0
Myanmar,MMR,1984,1304063253.0
Middle East & North Africa (excluding high income),MNA,1984,378000000000.0
Mongolia,MNG,1984,2098734600.0
Mauritania,MRT,1984,1074373230.0
Mauritius,MUS,1984,1054564759.0
Malawi,MWI,1984,1758028656.0
Malaysia,MYS,1984,33942897422.0
North America,NAC,1984,4400000000000.0
Namibia,NAM,1984,1951260038.0
New Caledonia,NCL,1984,796066194.7
Niger,NER,1984,1461243326.0
Nigeria,NGA,1984,73484359521.0
Netherlands,NLD,1984,144000000000.0
Norway,NOR,1984,62057955033.0
Nepal,NPL,1984,2581207388.0
Nauru,NRU,1984,47363231.13
New Zealand,NZL,1984,21665975319.0
OECD members,OED,1984,9600000000000.0
Oman,OMN,1984,8821443151.0
Other small states,OSS,1984,20065158814.0
Pakistan,PAK,1984,31151825467.0
Panama,PAN,1984,6183387100.0
Peru,PER,1984,20339340469.0
Philippines,PHL,1984,35730185634.0
Palau,PLW,1984,44814259.43
Papua New Guinea,PNG,1984,2552662617.0
Pre-demographic dividend,PRE,1984,246000000000.0
Puerto Rico,PRI,1984,19162600000.0
Portugal,PRT,1984,25217969050.0
Paraguay,PRY,1984,4502462807.0
Pacific island small states,PSS,1984,1938207509.0
Post-demographic dividend,PST,1984,9360000000000.0
French Polynesia,PYF,1984,1325515445.0
Qatar,QAT,1984,6704395824.0
Rwanda,RWA,1984,1587413084.0
South Asia,SAS,1984,273000000000.0
Saudi Arabia,SAU,1984,120000000000.0
Sudan,SDN,1984,10447615385.0
Senegal,SEN,1984,3485165432.0
Singapore,SGP,1984,19749361098.0
Solomon Islands,SLB,1984,181570474.1
Sierra Leone,SLE,1984,1087450199.0
El Salvador,SLV,1984,3661683400.0
Somalia,SOM,1984,787434541.7
Sub-Saharan Africa (excluding high income),SSA,1984,300000000000.0
Sub-Saharan Africa,SSF,1984,300000000000.0
Small states,SST,1984,28011425418.0
Sao Tome and Principe,STP,1984,78213203.84
Suriname,SUR,1984,864000000.0
Sweden,SWE,1984,109000000000.0
Eswatini,SWZ,1984,494483408.9
Seychelles,SYC,1984,160992921.0
Syrian Arab Republic,SYR,1984,17503077755.0
Chad,TCD,1984,919103734.9
East Asia & Pacific (IDA & IBRD countries),TEA,1984,480000000000.0
Togo,TGO,1984,1014170069.0
Thailand,THA,1984,41797647776.0
Middle East & North Africa (IDA & IBRD countries),TMN,1984,375000000000.0
Tonga,TON,1984,64248354.54
South Asia (IDA & IBRD),TSA,1984,273000000000.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1984,300000000000.0
Trinidad and Tobago,TTO,1984,7757083333.0
Tunisia,TUN,1984,8254541195.0
Turkiye,TUR,1984,59937602180.0
Tuvalu,TUV,1984,4481977.903
Tanzania,TZA,1984,12906635133.0
Uganda,UGA,1984,3615647477.0
Upper middle income,UMC,1984,1750000000000.0
Uruguay,URY,1984,4850267475.0
United States,USA,1984,4040000000000.0
St. Vincent and the Grenadines,VCT,1984,135024987.8
"Venezuela, RB",VEN,1984,59867743468.0
Vanuatu,VUT,1984,144482515.4
World,WLD,1984,12400000000000.0
Samoa,WSM,1984,109200934.3
South Africa,ZAF,1984,84870163366.0
Zambia,ZMB,1984,2719801434.0
Zimbabwe,ZWE,1984,6352125900.0
Africa Eastern and Southern,AFE,1985,143000000000.0
Africa Western and Central,AFW,1985,138000000000.0
Albania,ALB,1985,1897050117.0
Andorra,AND,1985,346742714.7
Arab World,ARB,1985,433000000000.0
United Arab Emirates,ARE,1985,40603650232.0
Argentina,ARG,1985,88416666667.0
Antigua and Barbuda,ATG,1985,246344444.4
Australia,AUS,1985,181000000000.0
Austria,AUT,1985,69386774408.0
Burundi,BDI,1985,1149979286.0
Belgium,BEL,1985,86268264148.0
Benin,BEN,1985,1045712789.0
Burkina Faso,BFA,1985,1552493196.0
Bangladesh,BGD,1985,22278423077.0
Bulgaria,BGR,1985,17155421053.0
Bahrain,BHR,1985,4152376484.0
"Bahamas, The",BHS,1985,2320699900.0
Belize,BLZ,1985,212643742.7
Bermuda,BMU,1985,1039500032.0
Bolivia,BOL,1985,5377276657.0
Barbados,BRB,1985,1409536121.0
Brunei Darussalam,BRN,1985,3523532486.0
Bhutan,BTN,1985,163288815.3
Botswana,BWA,1985,1114783343.0
Central African Republic,CAF,1985,864849836.3
Canada,CAN,1985,366000000000.0
Switzerland,CHE,1985,111000000000.0
Chile,CHL,1985,17717662228.0
China,CHN,1985,309000000000.0
Cote d'Ivoire,CIV,1985,6977650644.0
Cameroon,CMR,1985,8544810498.0
"Congo, Rep.",COG,1985,2160872540.0
Colombia,COL,1985,34894419443.0
Comoros,COM,1985,196726096.3
Cabo Verde,CPV,1985,137728204.8
Costa Rica,CRI,1985,3919203960.0
Caribbean small states,CSS,1985,6344026525.0
Cuba,CUB,1985,22920490774.0
Cyprus,CYP,1985,2430411900.0
Germany,DEU,1985,733000000000.0
Djibouti,DJI,1985,340989528.0
Dominica,DMA,1985,119491933.0
Denmark,DNK,1985,62658568287.0
Dominican Republic,DOM,1985,5044579979.0
Algeria,DZA,1985,57937868670.0
East Asia & Pacific (excluding high income),EAP,1985,526000000000.0
Early-demographic dividend,EAR,1985,1440000000000.0
East Asia & Pacific,EAS,1985,2390000000000.0
Europe & Central Asia,ECS,1985,3820000000000.0
Ecuador,ECU,1985,17149088413.0
"Egypt, Arab Rep.",EGY,1985,39053502251.0
Euro area,EMU,1985,2410000000000.0
Spain,ESP,1985,181000000000.0
Ethiopia,ETH,1985,9717392687.0
European Union,EUU,1985,2690000000000.0
Fragile and conflict affected situations,FCS,1985,390000000000.0
Finland,FIN,1985,55875863392.0
Fiji,FJI,1985,1141168944.0
France,FRA,1985,553000000000.0
Faroe Islands,FRO,1985,459307281.2
"Micronesia, Fed. Sts.",FSM,1985,101931941.2
Gabon,GAB,1985,3339914757.0
United Kingdom,GBR,1985,489000000000.0
Ghana,GHA,1985,4504306723.0
Guinea,GIN,1985,22787644566.0
"Gambia, The",GMB,1985,225726358.9
Guinea-Bissau,GNB,1985,373959151.1
Equatorial Guinea,GNQ,1985,62118569.97
Greece,GRC,1985,47820851221.0
Grenada,GRD,1985,167728455.2
Greenland,GRL,1985,412876382.8
Guatemala,GTM,1985,9721652087.0
Guyana,GUY,1985,453488372.1
High income,HIC,1985,10600000000000.0
"Hong Kong SAR, China",HKG,1985,35699772166.0
Honduras,HND,1985,5278120713.0
Heavily indebted poor countries (HIPC),HPC,1985,138000000000.0
Haiti,HTI,1985,2009400000.0
Hungary,HUN,1985,21440475720.0
IBRD only,IBD,1985,2860000000000.0
IDA & IBRD total,IBT,1985,3210000000000.0
IDA total,IDA,1985,344000000000.0
IDA blend,IDB,1985,148000000000.0
Indonesia,IDN,1985,85289488375.0
IDA only,IDX,1985,195000000000.0
India,IND,1985,233000000000.0
Ireland,IRL,1985,21270013326.0
"Iran, Islamic Rep.",IRN,1985,180000000000.0
Iraq,IRQ,1985,48425161290.0
Iceland,ISL,1985,2984052357.0
Israel,ISR,1985,28740117286.0
Italy,ITA,1985,452000000000.0
Jamaica,JAM,1985,2100239019.0
Jordan,JOR,1985,4993601520.0
Japan,JPN,1985,1430000000000.0
Kenya,KEN,1985,6135034214.0
Cambodia,KHM,1985,1102669184.0
Kiribati,KIR,1985,25839883.51
St. Kitts and Nevis,KNA,1985,111007407.4
"Korea, Rep.",KOR,1985,101000000000.0
Kuwait,KWT,1985,21445970614.0
Lao PDR,LAO,1985,2366666616.0
Liberia,LBR,1985,851296100.0
Libya,LBY,1985,31530566324.0
St. Lucia,LCA,1985,284444444.4
Least developed countries: UN classification,LDC,1985,153000000000.0
Low income,LIC,1985,83637573681.0
Liechtenstein,LIE,1985,529073612.5
Sri Lanka,LKA,1985,5978460972.0
Lower middle income,LMC,1985,615000000000.0
Low & middle income,LMY,1985,2480000000000.0
Lesotho,LSO,1985,268629925.9
Late-demographic dividend,LTE,1985,1660000000000.0
Luxembourg,LUX,1985,4577211767.0
"Macao SAR, China",MAC,1985,1362072160.0
Morocco,MAR,1985,14991283216.0
Monaco,MCO,1985,1082867507.0
Madagascar,MDG,1985,3802557895.0
Maldives,MDV,1985,127190758.0
Middle East & North Africa,MEA,1985,597000000000.0
Mexico,MEX,1985,195000000000.0
Marshall Islands,MHL,1985,43879000.0
Middle income,MIC,1985,2400000000000.0
Mali,MLI,1985,1392196048.0
Malta,MLT,1985,1117835286.0
Myanmar,MMR,1985,1478908173.0
Middle East & North Africa (excluding high income),MNA,1985,409000000000.0
Mongolia,MNG,1985,2186505475.0
Mauritania,MRT,1985,1009723326.0
Mauritius,MUS,1985,1090611325.0
Malawi,MWI,1985,1646442273.0
Malaysia,MYS,1985,31199633353.0
North America,NAC,1985,4710000000000.0
Namibia,NAM,1985,1608237350.0
New Caledonia,NCL,1985,854820893.6
Niger,NER,1985,1440581652.0
Nigeria,NGA,1985,73745821158.0
Netherlands,NLD,1985,144000000000.0
Norway,NOR,1985,65416879914.0
Nepal,NPL,1985,2619913956.0
Nauru,NRU,1985,41548740.61
New Zealand,NZL,1985,24679795396.0
OECD members,OED,1985,10100000000000.0
Oman,OMN,1985,10005645420.0
Other small states,OSS,1985,19711831131.0
Pakistan,PAK,1985,31144920844.0
Panama,PAN,1985,6541517100.0
Peru,PER,1985,15044388198.0
Philippines,PHL,1985,34961486348.0
Palau,PLW,1985,51030636.67
Papua New Guinea,PNG,1985,2423339172.0
Pre-demographic dividend,PRE,1985,255000000000.0
Puerto Rico,PRI,1985,20289200000.0
Portugal,PRT,1985,27115807742.0
Paraguay,PRY,1985,3282449236.0
Pacific island small states,PSS,1985,1862274198.0
Post-demographic dividend,PST,1985,9860000000000.0
French Polynesia,PYF,1985,1448281228.0
Qatar,QAT,1985,6153296456.0
Rwanda,RWA,1985,1715626331.0
South Asia,SAS,1985,296000000000.0
Saudi Arabia,SAU,1985,104000000000.0
Sudan,SDN,1985,8075347222.0
Senegal,SEN,1985,3818944918.0
Singapore,SGP,1985,19156532746.0
Solomon Islands,SLB,1985,165524943.6
Sierra Leone,SLE,1985,856890498.6
El Salvador,SLV,1985,3800368600.0
Somalia,SOM,1985,875702247.2
Sub-Saharan Africa (excluding high income),SSA,1985,285000000000.0
Sub-Saharan Africa,SSF,1985,285000000000.0
Small states,SST,1985,28142756692.0
Sao Tome and Principe,STP,1985,82733794.12
Suriname,SUR,1985,873000000.0
Sweden,SWE,1985,114000000000.0
Eswatini,SWZ,1985,360079419.4
Seychelles,SYC,1985,179691482.7
Syrian Arab Republic,SYR,1985,16403540490.0
Chad,TCD,1985,1033069709.0
East Asia & Pacific (IDA & IBRD countries),TEA,1985,525000000000.0
Togo,TGO,1985,1076604520.0
Thailand,THA,1985,38900711333.0
Middle East & North Africa (IDA & IBRD countries),TMN,1985,405000000000.0
Tonga,TON,1985,60058663.31
South Asia (IDA & IBRD),TSA,1985,296000000000.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,1985,285000000000.0
Trinidad and Tobago,TTO,1985,7375918367.0
Tunisia,TUN,1985,8410226053.0
Turkiye,TUR,1985,67232758621.0
Tuvalu,TUV,1985,3862851.883
Tanzania,TZA,1985,15328295175.0
Uganda,UGA,1985,3519695444.0
Upper middle income,UMC,1985,1780000000000.0
Uruguay,URY,1985,4732017873.0
United States,USA,1985,4340000000000.0
St. Vincent and the Grenadines,VCT,1985,145641705.2
"Venezuela, RB",VEN,1985,61965466667.0
Viet Nam,VNM,1985,14094687821.0
Vanuatu,VUT,1985,131856420.7
World,WLD,1985,13000000000000.0
Samoa,WSM,1985,95572172.98
South Africa,ZAF,1985,64459376087.0
Zambia,ZMB,1985,2252197452.0
Zimbabwe,ZWE,1985,5637259300.0
Aruba,ABW,1986,405586592.2
Africa Eastern and Southern,AFE,1986,155000000000.0
Africa Western and Central,AFW,1986,109000000000.0
Albania,ALB,1986,2097326250.0
Andorra,AND,1986,481996012.9
Arab World,ARB,1986,406000000000.0
United Arab Emirates,ARE,1986,33943612095.0
Argentina,ARG,1986,106000000000.0
Antigua and Barbuda,ATG,1986,297537037.0
Australia,AUS,1986,182000000000.0
Austria,AUT,1986,99036164939.0
Burundi,BDI,1986,1201725497.0
Belgium,BEL,1986,120000000000.0
Benin,BEN,1986,1336102025.0
Burkina Faso,BFA,1986,2036303358.0
Bangladesh,BGD,1986,21774033333.0
Bulgaria,BGR,1986,20249294118.0
Bahrain,BHR,1986,3470746844.0
"Bahamas, The",BHS,1986,2472500000.0
Belize,BLZ,1986,231638320.5
Bermuda,BMU,1986,1173500032.0
Bolivia,BOL,1986,3959383520.0
Barbados,BRB,1986,1547755183.0
Brunei Darussalam,BRN,1986,2358574403.0
Bhutan,BTN,1986,191218115.5
Botswana,BWA,1986,1392602164.0
Central African Republic,CAF,1986,1122265013.0
Canada,CAN,1986,379000000000.0
Switzerland,CHE,1986,159000000000.0
Chile,CHL,1986,18897110626.0
China,CHN,1986,301000000000.0
Cote d'Ivoire,CIV,1986,9158302100.0
Cameroon,CMR,1986,11857056199.0
"Congo, Rep.",COG,1986,1849268212.0
Colombia,COL,1986,34942489684.0
Comoros,COM,1986,279197721.8
Cabo Verde,CPV,1986,190651167.6
Costa Rica,CRI,1986,4418983871.0
Caribbean small states,CSS,1986,6899365003.0
Cuba,CUB,1986,24226574634.0
Cyprus,CYP,1986,3090734463.0
Germany,DEU,1986,1050000000000.0
Dominica,DMA,1986,135161958.5
Denmark,DNK,1986,88078760104.0
Dominican Republic,DOM,1986,6122128558.0
Algeria,DZA,1986,63692007897.0
East Asia & Pacific (excluding high income),EAP,1986,525000000000.0
Early-demographic dividend,EAR,1986,1440000000000.0
East Asia & Pacific,EAS,1986,3120000000000.0
Europe & Central Asia,ECS,1986,5210000000000.0
Ecuador,ECU,1986,15314138472.0
"Egypt, Arab Rep.",EGY,1986,41253507951.0
Euro area,EMU,1986,3380000000000.0
Spain,ESP,1986,251000000000.0
Ethiopia,ETH,1986,10094328898.0
European Union,EUU,1986,3760000000000.0
Fragile and conflict affected situations,FCS,1986,357000000000.0
Finland,FIN,1986,73531550551.0
Fiji,FJI,1986,1290267340.0
France,FRA,1986,771000000000.0
Faroe Islands,FRO,1986,688914288.9
"Micronesia, Fed. Sts.",FSM,1986,112210000.0
Gabon,GAB,1986,3403638189.0
United Kingdom,GBR,1986,601000000000.0
Ghana,GHA,1986,5735677434.0
Guinea,GIN,1986,2909130355.0
"Gambia, The",GMB,1986,185646986.8
Guinea-Bissau,GNB,1986,338524232.5
Equatorial Guinea,GNQ,1986,76407395.87
Greece,GRC,1986,56379593476.0
Grenada,GRD,1986,187589522.6
Greenland,GRL,1986,603016292.7
Guatemala,GTM,1986,7231963516.0
Guyana,GUY,1986,504651139.5
High income,HIC,1986,12900000000000.0
"Hong Kong SAR, China",HKG,1986,41075396885.0
Honduras,HND,1986,5677828959.0
Heavily indebted poor countries (HIPC),HPC,1986,124000000000.0
Haiti,HTI,1986,2318000000.0
Hungary,HUN,1986,24697337084.0
IBRD only,IBD,1986,2910000000000.0
IDA & IBRD total,IBT,1986,3210000000000.0
IDA total,IDA,1986,309000000000.0
IDA blend,IDB,1986,134000000000.0
Indonesia,IDN,1986,79954072545.0
IDA only,IDX,1986,174000000000.0
India,IND,1986,249000000000.0
Ireland,IRL,1986,28714571852.0
"Iran, Islamic Rep.",IRN,1986,209000000000.0
Iraq,IRQ,1986,47264516129.0
Iceland,ISL,1986,3989622739.0
Israel,ISR,1986,35628837312.0
Italy,ITA,1986,640000000000.0
Jamaica,JAM,1986,2754549582.0
Jordan,JOR,1986,6402050485.0
Japan,JPN,1986,2120000000000.0
Kenya,KEN,1986,7239126568.0
Cambodia,KHM,1986,1167630318.0
Kiribati,KIR,1986,26069971.8
St. Kitts and Nevis,KNA,1986,130685185.2
"Korea, Rep.",KOR,1986,117000000000.0
Kuwait,KWT,1986,17903989745.0
Lao PDR,LAO,1986,1776842097.0
Liberia,LBR,1986,840964400.0
Libya,LBY,1986,24180400961.0
